Price,District,Ward,Time,Area
600.000 đồng/tháng, Huyện Từ Liêm, Phường Đức Thắng,7/8/2016, 12m2
Thỏa thuận, Quận Thanh Xuân,Địa chỉ: Phòng 107B - E11 -Phường Thanh Xuân Bắc,7/8/2016, 18m2
2.25 triệu/tháng, Quận Hoàng Mai, Phường Vĩnh Hưng,7/8/2016, 25m2
1.6 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,6/8/2016, 17m2
2.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,6/8/2016, 30m2
2.5 triệu/tháng, Quận Đống Đa, Phường Ô Chợ Dừa,6/8/2016, 20m2
3.8 triệu/tháng, Quận Đống Đa,Địa chỉ: Văn Chương,6/8/2016, 30m2
25 triệu/tháng, Quận Hoàng Mai, Phường Định Công,5/8/2016, 123m2
Thỏa thuận, phường Mộ Lao,Địa chỉ: SN 156 đường Thanh Bình,5/8/2016, 15m2
3 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,4/8/2016, 56m2
750.000 đồng/tháng, Huyện Gia Lâm,Địa chỉ: Số 60 đường Yên Thường,4/8/2016, 16m2
1.6 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,3/8/2016, 20m2
1.3 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: Phường Minh Khai,1/8/2016, 13m2
1.2 triệu/tháng, Đống Đa,Địa chỉ: 210A Trường Chinh,27/07/2016, 12m2
Thỏa thuận, Quận Đống Đa, Phường Quốc Tử Giám,27/07/2016, 35m2
2 triệu/tháng, Quận Tây Hồ, Phường Bưởi,26/07/2016, 30m2
1.8 triệu/tháng, Quận Ba Đình, Phường Đội Cấn,26/07/2016, 21m2
2.8 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,26/07/2016, 20m2
1 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,22/07/2016, 13m2
1.8 triệu/tháng, Huyện Nam Từ Liêm, phố Mễ Trì Hạ,22/07/2016, 20m2
1.8 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Phường Yên Hòa,21/07/2016, 35m2
1.5 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Số nhà 57 ngách 11 ngõ 107 Vĩnh Hưng,21/07/2016, 15m2
7.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,21/07/2016, 75m2
1.8 triệu/tháng, Quận Hoàn Kiếm, Phường Cửa Đông,14/07/2016, 15m2
Thỏa thuận, Quận Bắc Từ Liêm, Phường Đức Thắng,13/07/2016, 20m2
2.6 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,13/07/2016, 28m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,7/7/2016, 25m2
3 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,6/7/2016, 30m2
1.8 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,6/7/2016, 30m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,6/7/2016, 20m2
2.5 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Vũ Tông Phan,6/7/2016, 25m2
1.9 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,5/7/2016, 20m2
Thỏa thuận, Quận Hoàng Mai,Địa chỉ: Minh Khai,4/7/2016, 20m2
Thỏa thuận, Cầu Giấy, Trần Duy Hưng,4/7/2016, 25m2
900.000 đồng/tháng, Quận Thanh Xuân, Phường Khương Trung,4/7/2016, 12m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Đình,4/7/2016, 23m2
2.5 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,4/7/2016, 60m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,4/7/2016, 20m2
Thỏa thuận, Quận Hoàng Mai, Phường Mai Động,3/7/2016, 6m2
1.7 triệu/tháng, Quận Đống Đa,Địa chỉ: 185 Chùa Láng,3/7/2016, 15m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,1/7/2016, 14m2
Thỏa thuận, Quận Cầu Giấy, Phường Yên Hòa,30/06/2016, 35m2
2 triệu/tháng, Quận Hà Đông, Phường Văn Quán,30/06/2016, 25m2
2 triệu/tháng, Cầu Giấy, Trung Hòa,30/06/2016, 15m2
1.4 triệu/tháng, Quận Ba Đình, Phường Thành Công,30/06/2016, 12m2
8 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,30/06/2016, 100m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,24/06/2016, 20m2
1.8 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,22/06/2016, 22m2
1.6 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,22/06/2016, 18m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Định Công,21/06/2016, 20m2
Thỏa thuận, Quận Cầu Giấy, Phường Nghĩa Đô,20/06/2016, 20m2
2 triệu/tháng, Quận Đống Đa, Phường Phương Mai,17/06/2016, 15m2
1.8 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Giải Phóng,15/06/2016, 20m2
1.8 triệu/tháng, Hoàng Mai,Địa chỉ: Tam Trinh,14/06/2016, 13m2
2 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: 19 ngõ 30 phố Hồng Mai Bạch Mai,14/06/2016, 20m2
Thỏa thuận, Quận Đống Đa,Địa chỉ: Quốc Tử Giám,14/06/2016, 40m2
3 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,10/6/2016, 100m2
3.1 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Quan Hoa,8/6/2016, 28m2
2.5 triệu/tháng, Quận Đống Đa, Láng Hạ,8/6/2016, 24m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,8/6/2016, 12m2
3 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,8/6/2016, 25m2
3.5 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Nhàn,3/6/2016, 60m2
1.8 triệu/tháng, Quận Hoàng Mai, Trần Điền,28/05/2016, 12m2
1.3 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,28/05/2016, 13m2
1.6 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,28/05/2016, 17m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,26/05/2016, 20m2
3 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,22/05/2016, 40m2
2.2 triệu/tháng, Quận Đống Đa, Phường Phương Mai,21/05/2016, 16m2
1.5 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 1,21/05/2016, 20m2
2.5 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,21/05/2016, 28m2
2.3 triệu/tháng, Quận Đống Đa, Phường Trung Tự,21/05/2016, 22m2
3.5 triệu/tháng, Đống Đa, ngõ 205 phố Tây Sơn,21/05/2016, 35m2
1.2 triệu/tháng, Quận Hoàng Mai, đường Minh Khai,20/05/2016, 14m2
2.3 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,20/05/2016, 20m2
1.3 triệu/tháng, Quận Long Biên, Phường Ngọc Thụy,20/05/2016, 22m2
3.3 triệu/tháng, Quận Đống Đa, Phường Láng Hạ,20/05/2016, 50m2
700.000 đồng/tháng, Huyện Gia Lâm, Thị trấn Trâu Quỳ,20/05/2016, 15m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Đình,20/05/2016, 32m2
2.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,18/05/2016, 14m2
Thỏa thuận, Quận Thanh Xuân, Phường Nhân Chính,12/5/2016, 12m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Trung,12/5/2016, 15m2
2 triệu/tháng, Quận Tây Hồ,Địa chỉ: Ngõ 343 Lạc Long Quân,11/5/2016, 30m2
2.2 triệu/tháng, Quận Ba Đình, Phường Kim Mã,11/5/2016, 18m2
1.1 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,10/5/2016, 13m2
2.8 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Vũ Tông Phan,9/5/2016, 25m2
1.9 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,9/5/2016, 30m2
800.000 đồng/tháng, Quận Ba Đình, Phường Ngọc Khánh,8/5/2016, 12m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,8/5/2016, 17m2
1.8 triệu/tháng, Quận Long Biên, Phường Bồ Đề,8/5/2016, 18m2
1.6 triệu/tháng, Quận Tây Hồ, Phường Xuân La,8/5/2016, 18m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,7/5/2016, 14m2
2 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,7/5/2016, 20m2
1.5 triệu/tháng, Quận Long Biên, Phường Phúc Đồng,7/5/2016, 25m2
Thỏa thuận, Quận Hoàng Mai, Phường Định Công,7/5/2016, 14m2
2 triệu/tháng, Quận Đống Đa,Địa chỉ: Số 9/71 Phương Mai,7/5/2016, 15m2
2.7 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,7/5/2016, 35m2
2.2 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Cù Chính Lan,7/5/2016, 18m2
1.3 triệu/tháng, Quận Hoàng Mai,Địa chỉ: 211 Hoàng Mai,7/5/2016, 18m2
1.8 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,6/5/2016, 25m2
5 triệu/tháng, quận Cầu Giấy, Phường Yên Hòa,6/5/2016, 25m2
Thỏa thuận, Quận Đống Đa, Phường Láng Thượng,6/5/2016, 28m2
1.3 triệu/tháng, Quận Long Biên, Phường Ngọc Thụy,6/5/2016, 18m2
2.5 triệu/tháng, Quận Đống Đa,Địa chỉ: Tây Sơn,5/5/2016, 28m2
Thỏa thuận, Huyện Từ Liêm, thôn Nhân Mỹ,4/5/2016, 15m2
4 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,4/5/2016, 45m2
1.2 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,4/5/2016, 18m2
1 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Bắc,4/5/2016, 12m2
2.3 triệu/tháng,Quận Đống Đa,Địa chỉ: Ngõ 183 Thái hÀ ,4/5/2016, 25m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,4/5/2016, 21m2
Thỏa thuận, Quận Đống Đa, Phường Phương Mai,4/5/2016, 15m2
1.1 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,4/5/2016, 10m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,4/5/2016, 25m2
2.2 triệu/tháng, Hai Bà Trưng, Trương Định,4/5/2016, 27m2
500.000 đồng/tháng, Quận Hà Đông, Phường Phú Lãm,3/5/2016, 12m2
2.3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,3/5/2016, 25m2
2 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Số 10B Tổ 36 hẻm 43/98/25 Trung Kính,3/5/2016, 15m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,3/5/2016, 20m2
1.200 đồng/tháng, Quận Hoàng Mai, Phường Yên Sở,3/5/2016, 12m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Trương Định,3/5/2016, 20m2
2.2 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,3/5/2016, 25m2
3.5 triệu/tháng, Quận Ba Đình, Phường Kim Mã,2/5/2016, 40m2
900.000 đồng/tháng, Huyện Từ Liêm, Xã Minh Khai,2/5/2016, 15m2
1.2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,30/04/2016, 17m2
4 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,29/04/2016, 120m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,29/04/2016, 20m2
1.3 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,29/04/2016, 20m2
2 triệu/tháng, Quận Đống Đa, Phường Thổ Quan,28/04/2016, 17m2
2 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,28/04/2016, 15m2
700.000 đồng/tháng, Quận Hà Đông,Địa chỉ: Quang Trung,28/04/2016, 20m2
4 triệu/tháng, Quận Đống Đa,Địa chỉ: Thái Hà,28/04/2016, 45m2
2.2 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,27/04/2016, 20m2
1.85 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,27/04/2016, 208m2
2.2 triệu/tháng, Quận Ba Đình, Phường Vĩnh Phúc,27/04/2016, 18m2
2.2 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,27/04/2016, 25m2
1.75 triệu/tháng, Quận Hoàng Mai, Phường Vĩnh Hưng,27/04/2016, 30m2
Thỏa thuận, Quận Thanh Xuân, Phường Hạ Đình,27/04/2016, 60m2
1.2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,26/04/2016, 20m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,26/04/2016, 18m2
2.5 triệu/tháng, Quận Đống Đa, Phường Phương Liên,26/04/2016, 30m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Đống Mác,26/04/2016, 20m2
3.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,26/04/2016, 50m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Phương Liệt,26/04/2016, 18m2
1.8 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,25/04/2016, 16m2
3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,25/04/2016, 25m2
1.2 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,25/04/2016, 10m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,25/04/2016, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,25/04/2016, 12m2
1.2 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,25/04/2016, 12m2
2 triệu/tháng, Quận Hà Đông,Địa chỉ: Chung cư TSQ Euroland,25/04/2016, 20m2
2.5 triệu/tháng, Quận Ba Đình, Phường Cống Vị,24/04/2016, 20m2
2.000 đồng/tháng, Quận Hai Bà Trưng, Phường Lê Đại Hành,23/04/2016, 25m2
2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,23/04/2016, 14m2
2 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,23/04/2016, 18m2
700.000 đồng/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,23/04/2016, 12m2
3 triệu/tháng, Quận Ba Đình, Phường Liễu Giai,22/04/2016, 30m2
15 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,22/04/2016, 60m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,22/04/2016, 28m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,17/04/2016, 20m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,16/04/2016, 28m2
2 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Triều Khúc,16/04/2016, 26m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,15/04/2016, 8m2
2 triệu/tháng, Quận Hoàng Mai, Phường Thanh Trì,15/04/2016, 22m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,15/04/2016, 20m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Lê Đại Hành,14/04/2016, 25m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Trung,11/4/2016, 30m2
2 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,11/4/2016, 17m2
1.65 triệu/tháng, Quận Tây Hồ, Bưởi,11/4/2016, 16m2
3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,11/4/2016, 30m2
4 triệu/tháng, Ngõ 132, Ngách 42B,10/4/2016, 40m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,10/4/2016, 14m2
3.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,10/4/2016, 30m2
2 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,9/4/2016, 16m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,9/4/2016, 17m2
2.4 triệu/tháng, Quận Đống Đa,Tôn Thất Tùng,9/4/2016, 20m2
1.5 triệu/tháng, Long Biên, Thượng Thanh,8/4/2016, 25.5m2
1.3 triệu/tháng, Quận Thanh Xuân,Địa chỉ: 15/1/162 Khương Đình,8/4/2016, 14m2
Thỏa thuận, Quận Thanh Xuân,Địa chỉ: 65 Vũ Tông Phan,8/4/2016, 27m2
3 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,7/4/2016, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Trung,7/4/2016, 50m2
2.5 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,6/4/2016, 20m2
2.2 triệu/tháng, Quận Đống Đa,Địa chỉ: Xã Đàn,6/4/2016, 18m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,6/4/2016, 20m2
7 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,5/4/2016, 60m2
2.3 triệu/tháng, Quận Ba Đình, Phường Kim Mã,5/4/2016, 15m2
Thỏa thuận, Quận Ba Đình, Phường Kim Mã,5/4/2016, 18m2
2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,5/4/2016, 15m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,5/4/2016, 22m2
1.5 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,5/4/2016, 20m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,4/4/2016, 15m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Trương Định,4/4/2016, 35m2
2 triệu/tháng, Quận Hoàn Kiếm, Phường Phan Chu Trinh,4/4/2016, 25m2
2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,4/4/2016, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Bắc,4/4/2016, 20m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,4/4/2016, 20m2
1.5 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 1,3/4/2016, 15m2
500.000 đồng/tháng, Huyện Hoài Đức, Xã Đức Thượng,3/4/2016, 18m2
Thỏa thuận, Huyện Từ Liêm, Phường Đức Thắng,3/4/2016, 32m2
Thỏa thuận, Huyện Từ Liêm, Phường Cổ Nhuế 1,3/4/2016, 45m2
2.2 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,3/4/2016, 34m2
1.5 triệu/tháng, Quận Hoàng Mai, Định Công Thượng,3/4/2016, 20m2
1.5 triệu/tháng, Quận Long Biên, Phường Sài Đồng,3/4/2016, 15m2
2.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,30/03/2016, 25m2
1.2 triệu/tháng, Quận Long Biên,Địa chỉ: Số Nhà 56 ngách 99/153 Phường Ngọc Thụy,30/03/2016, 20m2
Thỏa thuận, Quận Tây Hồ, Nhật Tân,30/03/2016, 150m2
2.3 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,30/03/2016, 18m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,29/03/2016, 18m2
4.9 triệu/tháng, quận Hai Bà Trưng, Bách Khoa,27/03/2016, 100m2
1.2 triệu/tháng, Quận Hà Đông,Địa chỉ: Phường Phú La,27/03/2016, 15m2
2 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Phường Định Công,27/03/2016, 30m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Yên Sở,12/2/2020, 15m2
1.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mỹ Đình 1,12/2/2020, 25m2
2 triệu/tháng, Quận Tây Hồ, Phường Xuân La,12/2/2020, 22m2
2.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,11/2/2020, 28m2
5 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,11/2/2020, 40m2
2.6 triệu/tháng, Quận Bắc Từ Liêm, Phường Phúc Diễn,11/2/2020, 25m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,11/2/2020, 30m2
3 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,9/2/2020, 47m2
2 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,9/2/2020, 15m2
2.5 triệu/tháng, Quận Bắc Từ Liêm, Phường Xuân Đỉnh,9/2/2020, 20m2
2.8 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mỹ Đình 2,9/2/2020, 25m2
2 triệu/tháng, Quận Đống Đa, Phường Kim Liên,8/2/2020, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,8/2/2020, 30m2
2.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,5/2/2020, 22m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,4/2/2020, 120m2
3.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Trung Văn,3/2/2020, 25m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Định Công,3/2/2020, 14m2
2 triệu/tháng, Quận Ba Đình, Phường Đội Cấn,3/2/2020, 17m2
2.4 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,3/2/2020, 25m2
4 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,2/2/2020, 35m2
2 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,1/2/2020, 18m2
4.5 triệu/tháng, Quận Nam Từ Liêm, Phường Mỹ Đình 2,1/2/2020, 25m2
2.2 triệu/tháng, Quận Ba Đình, Phường Ngọc Hà,1/2/2020, 20m2
1.6 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,31/01/2020, 25m2
Thỏa thuận, Quận Cầu Giấy, Phường Mai Dịch,31/01/2020, 15m2
3 triệu/tháng, Quận Hoàng Mai, Phường Thanh Trì,30/01/2020, 30m2
1.3 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,30/01/2020, 20m2
10 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,30/01/2020, 45m2
3.7 triệu/tháng, Quận Nam Từ Liêm, Phường Mễ Trì,29/01/2020, 27m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Nguyễn Du,29/01/2020, 18m2
1.6 triệu/tháng, Quận Long Biên, Phường Giang Biên,28/01/2020, 40m2
1.3 triệu/tháng, Quận Ba Đình, Phường Vĩnh Phúc,28/01/2020, 24m2
2.4 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,18/01/2020, 18m2
2.7 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Nhàn,18/01/2020, 20m2
3.5 triệu/tháng, Quận Tây Hồ, Phường Tứ Liên,17/01/2020, 23m2
2.4 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,6/1/2020, 22m2
2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,6/1/2020, 25m2
2.5 triệu/tháng, Quận Hà Đông, Phường Văn Quán,6/1/2020, 25m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,5/1/2020, 15m2
2.7 triệu/tháng, Quận Hà Đông, Phường Quang Trung,5/1/2020, 20m2
800.000 đồng/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1,5/1/2020, 26m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,5/1/2020, 25m2
1 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Dọc đường kim giang Đường Kim Giang,5/1/2020, 10m2
1.8 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,5/1/2020, 22m2
2.2 triệu/tháng, Quận Hà Đông, Phường Phú La,4/1/2020, 22m2
3.4 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,4/1/2020, 30m2
1.7 triệu/tháng, Huyện Gia Lâm, Thị trấn Trâu Quỳ,4/1/2020, 17m2
3 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,3/1/2020, 20m2
3.5 triệu/tháng, Quận Hoàng Mai, Phường Định Công,3/1/2020, 25m2
3 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1,3/1/2020, 30m2
3 triệu/tháng, Quận Hoàn Kiếm, Phường Trần Hưng Đạo,3/1/2020, 12m2
4.2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,3/1/2020, 50m2
3.3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,3/1/2020, 30m2
1.5 triệu/tháng, Huyện Thanh Trì,Địa chỉ: Xã Ngọc Hồi,3/1/2020, 25m2
1.3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,2/1/2020, 25m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,2/1/2020, 20m2
500.000 đồng/tháng, Quận Bắc Từ Liêm, Phường Thụy Phương,30/12/2019, 13m2
1.9 triệu/tháng, Quận Hà Đông, Phường Văn Quán,30/12/2019, 15m2
4.5 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,30/12/2019, 62m2
2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,29/12/2019, 15m2
25 triệu/tháng, Quận Hai Bà Trưng, Phường Quỳnh Lôi,28/12/2019, 20m2
2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,21/12/2019, 22m2
2.8 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,21/12/2019, 20m2
2.9 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,21/12/2019, 21m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,21/12/2019, 48m2
1.35 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Đường Nguyễn Hữu Thọ,20/12/2019, 15m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,19/12/2019, 15m2
1.5 triệu/tháng, Quận Tây Hồ, Phường Thụy Khuê,19/12/2019, 60m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Bắc,19/12/2019, 8m2
2.5 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,19/12/2019, 25m2
3.6 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,17/12/2019, 20m2
5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,17/12/2019, 50m2
6 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,17/12/2019, 48m2
2.2 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,17/12/2019, 20m2
3 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,16/12/2019, 30m2
2.5 triệu/tháng, Quận Hà Đông, Phường Phúc La,16/12/2019, 27m2
3 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,15/12/2019, 33m2
2.5 triệu/tháng, Quận Long Biên,Địa chỉ: Đường Ô Cách,14/12/2019, 27m2
2 triệu/tháng, Quận Đống Đa, Phường Láng Hạ,13/12/2019, 17m2
3.3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,11/12/2019, 27m2
7.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,10/12/2019, 100m2
2.3 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,1/11/2019, 24m2
2.8 triệu/tháng, Quận Ba Đình, Phường Kim Mã,1/11/2019, 22m2
2.4 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,31/10/2019, 12m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,30/10/2019, 20m2
