Price,District,Ward,Time,Area
2 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,15/02/2019, 56m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,15/02/2019, 22m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,14/02/2019, 26m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,14/02/2019, 20m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,13/02/2019, 25m2
2.5 triệu/tháng, Quận Hà Đông,Địa chỉ: Phường Phúc La,13/02/2019, 25m2
1.5 triệu/tháng, QUận Nam Từ Liêm,Địa chỉ: Số 17 ngõ 180 đường Tây Mỗ,13/02/2019, 20m2
2 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: Phường Lê Đại Hành,13/02/2019, 18m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,12/02/2019, 27m2
2.7 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Bắc,12/02/2019, 20m2
3.2 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,12/02/2019, 20m2
1.3 triệu/tháng, Quận Hai Bà Trưng, Phường Đống Mác,12/02/2019, 12m2
1.8 triệu/tháng, Quận Long Biên, Phường Thạch Bàn,08/02/2019, 22m2
1 triệu/tháng, Huyện Đông Anh, Xã Vĩnh Ngọc,27/01/2019, 20m2
3.8 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,25/01/2019, 30m2
3 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,23/01/2019, 20m2
7.5 triệu/tháng, Quận Ba Đình, Phường Giảng Võ,22/01/2019, 45m2
25 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,20/01/2019, 20m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,17/01/2019, 25m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,17/01/2019, 12m2
3.6 triệu/tháng, Mỹ Đình,Địa chỉ: 174 Đình Thôn,17/01/2019, 25m2
2.6 triệu/tháng, Quận Tây Hồ, Phường Tứ Liên,15/01/2019, 20m2
3.7 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,15/01/2019, 30m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,10/01/2019, 14m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,10/01/2019, 20m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Bắc,09/01/2019, 20m2
2.3 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,08/01/2019, 89m2
3 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,29/12/2018, 25m2
3 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,29/12/2018, 35m2
3.8 triệu/tháng, Quận Hà Đông, Phường Vạn Phúc,29/12/2018, 60m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,28/12/2018, 34m2
1.7 triệu/tháng, Quận Tây Hồ, phường Xuân La,28/12/2018, 220m2
3.5 triệu/tháng, Quận Ba Đình, Phường Đội Cấn,28/12/2018, 20m2
1.1 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,28/12/2018, 10m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,27/12/2018, 25m2
3.3 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,26/12/2018, 30m2
2 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,26/12/2018, 17m2
3 triệu/tháng, Quận Nam Từ Liêm, Mỹ Đình 1,26/12/2018, 20m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,25/12/2018, 25m2
3 triệu/tháng, Huyện Bắc Từ Liêm, đường Cổ Nhuế,25/12/2018, 30m2
900.000 đồng/tháng, quận Bắc Từ Liêm,Địa chỉ: Số 3 ngõ 35 đường Đông Ngạc,25/12/2018, 14m2
3 triệu/tháng, Quận Đống Đa, Phường Trung Phụng,24/12/2018, 30m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,24/12/2018, 12m2
2.5 triệu/tháng, Nam Từ Liêm, Đại Mỗ,23/12/2018, 37m2
3.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,21/12/2018, 35m2
2.5 triệu/tháng, Quận Đống Đa, Phường Phương Liên,20/12/2018, 20m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,20/12/2018, 40m2
1.8 triệu/tháng, Quận Long Biên, Phường Gia Thụy,19/12/2018, 19m2
2.5 triệu/tháng, Nam Từ Liêm, Trung Văn,19/12/2018, 30m2
1.8 triệu/tháng, Quận Ba Đình, Phường Cống Vị,19/12/2018, 18m2
2.3 triệu/tháng, Quận Đống Đa, Phường Thổ Quan,18/12/2018, 22m2
2.8 triệu/tháng, Quận Tây Hồ, Phường Phú Thượng,18/12/2018, 25m2
3.5 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,17/12/2018, 35m2
1.7 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,24/10/2018, 15m2
2.1 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,05/10/2018, 40m2
1.7 triệu/tháng, nam Từ Liêm, đường phương canh,05/10/2018, 25m2
2 triệu/tháng, Huyện Từ Liêm, Phường Đức Thắng,04/10/2018, 12m2
2 triệu/tháng, Quận Hà Đông, Phường Phú La,02/10/2018, 65m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Cầu Dền,02/10/2018, 16m2
3 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Đường Bằng A,01/10/2018, 30m2
2.2 triệu/tháng, Hà Nội (Cạnh ĐH Giao Thông Vận Tải) Điện thoại: Zalo: 035.327.9999 Đa, Đống Đa,01/10/2018, 15m2
3 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,30/09/2018, 47m2
2 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,29/09/2018, 45m2
1.7 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,28/09/2018, 15m2
2 triệu/tháng, Quận Long Biên, Phường Phúc Đồng,26/09/2018, 20m2
3.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,26/09/2018, 30m2
3.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Tân,26/09/2018, 25m2
1.2 triệu/tháng, Quận Hà Đông, Phường Phú Lãm,26/09/2018, 20m2
3.2 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,24/09/2018, 40m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,24/09/2018, 16m2
2 triệu/tháng, Quận Hà Đông, Phường Kiến Hưng,24/09/2018, 13m2
4 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Tân,22/09/2018, 30m2
2 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 1,21/09/2018, 20m2
1.5 triệu/tháng, Quận Hà Đông, Phường Phúc La,20/09/2018, 60m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,18/09/2018, 30m2
4 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Đường Hoàng Quốc Việt,16/09/2018, 25m2
1.8 triệu/tháng, Quận Hoàn Kiếm,Địa chỉ: Phường Phúc Tân,15/09/2018, 18m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Định Công,14/09/2018, 25m2
2.2 triệu/tháng, Quận Đống Đa, Phường Ô Chợ Dừa,13/09/2018, 22m2
8 triệu/tháng, Quận Cầu Giấy, Quan Hoa,11/09/2018, 40m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,19/08/2018, 50m2
3.5 triệu/tháng, Quận Ba Đình, Phường Phúc Xá,16/08/2018, 20m2
1.7 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,15/08/2018, 17m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Nhàn,15/08/2018, 28m2
800.000 đồng/tháng, Quận Bắc Từ Liêm, Xã Tây Tựu,14/08/2018, 15m2
1 triệu/tháng, Quận Hà Đông, Phường Văn Quán,14/08/2018, 15m2
1.5 triệu/tháng, Quận Ba Đình, Phường Giảng Võ,12/08/2018, 15m2
4 triệu/tháng, Quận Đống Đa,Địa chỉ: Phường Ô Chợ Dừa,11/08/2018, 20m2
2.3 triệu/tháng, Quận Đống Đa, Phố Hào Nam,10/08/2018, 13m2
1.8 triệu/tháng, Huyện Thanh Trì, Xã Tân Triều,09/08/2018, 15m2
3 triệu/tháng, Quận Long Biên, Phường Ngọc Lâm,09/08/2018, 18m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,09/08/2018, 15m2
3.3 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,08/08/2018, 48m2
6 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,07/08/2018, 67m2
1 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,05/08/2018, 35m2
2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,03/08/2018, 30m2
3.3 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,27/07/2018, 25m2
2.3 triệu/tháng, Quận Ba Đình, Phường Giảng Võ,26/07/2018, 20m2
3.3 triệu/tháng, Quận Hoàng Mai, Phường Thịnh Liệt,26/07/2018, 48m2
1 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,25/07/2018, 80m2
2.6 triệu/tháng, Quận Đống Đa, Phường Ô Chợ Dừa,24/07/2018, 15m2
1.2 triệu/tháng, Quận Đống Đa,Địa chỉ: Đê La Thành,21/07/2018, 10m2
3.8 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,20/07/2018, 40m2
3.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,20/07/2018, 30m2
2.5 triệu/tháng, Quận Hoàn Kiếm, Phường Hàng Mã,19/07/2018, 12m2
3.2 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,07/07/2018, 17m2
2.5 triệu/tháng, cầu diễn,Địa chỉ: Tòa a2 Đường nguyễn cơ thạch,06/07/2018, 18m2
3.5 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,05/07/2018, 50m2
1.8 triệu/tháng, Quận Đống Đa, Phường Kim Liên,04/07/2018, 18m2
2.1 triệu/tháng, Quận Long Biên, Phường Bồ Đề,04/07/2018, 16m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,03/07/2018, 40m2
1.5 triệu/tháng, Quận Hà Đông, Phường Yên Nghĩa,03/07/2018, 15m2
2.3 triệu/tháng, Quận Đống Đa, Phường Phương Mai,02/07/2018, 15m2
3.4 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,01/07/2018, 17m2
1.5 triệu/tháng, Quận Hà Đông,Địa chỉ: Trung Văn,30/06/2018, 15m2
1.7 triệu/tháng, Quận Hà Đông, Phường La Khê,30/06/2018, 19m2
1.8 triệu/tháng, Huyện Từ Liêm, Xã Minh Khai,30/06/2018, 25m2
1.5 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,29/06/2018, 30m2
3 triệu/tháng, Quận Đống Đa, Phường Quốc Tử Giám,27/06/2018, 40m2
2 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,27/06/2018, 25m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,26/06/2018, 13m2
2.7 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,26/06/2018, 18m2
2.3 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,24/06/2018, 20m2
2.5 triệu/tháng, Quận Đống Đa, Phường Trung Tự,24/06/2018, 16m2
1.6 triệu/tháng, Quận Đống Đa, Phường Thịnh Quang,22/06/2018, 12m2
2.2 triệu/tháng, Quận Đống Đa, Phường Văn Chương,21/06/2018, 20m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,19/06/2018, 20m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,18/06/2018, 20m2
1.6 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,06/06/2018, 90m2
2.5 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,18/05/2018, 15m2
2.8 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,17/05/2018, 15m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,16/05/2018, 22m2
3.5 triệu/tháng, Quận Ba Đình, Phường Phúc Xá,16/05/2018, 20m2
4 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,15/05/2018, 40m2
1.8 triệu/tháng, Quận Đống Đa, Phường Ô Chợ Dừa,15/05/2018, 16m2
1.6 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,15/05/2018, 20m2
2 triệu/tháng, Quận Đống Đa,Địa chỉ: Phố Chùa Láng,13/05/2018, 18m2
2.3 triệu/tháng, Quận Long Biên, Phường Long Biên,03/05/2018, 30m2
1.2 triệu/tháng, Huyện Từ Liêm,Địa chỉ: Ngõ 54 Tây Tựu,03/05/2018, 35m2
3 triệu/tháng, Quận Thanh Xuân, Phường Phương Liệt,16/04/2018, 30m2
5.2 triệu/tháng, Quận Tây Hồ, Phường Yên Phụ,27/03/2018, 30m2
1.5 triệu/tháng, Quận Long Biên, Phường Việt Hưng,26/03/2018, 17m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,26/03/2018, 18m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Nguyễn Du,24/03/2018, 18m2
2.5 triệu/tháng, Quận Đống Đa,Địa chỉ: Phường Thịnh Quang,24/03/2018, 25m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Kim Giang,17/03/2018, 12m2
3 triệu/tháng, Quận Ba Đình, Phường Phúc Xá,17/03/2018, 20m2
2 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,16/03/2018, 18m2
2.2 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,15/03/2018, 20m2
2.8 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,14/03/2018, 35m2
3.5 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,14/03/2018, 40m2
2.6 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,14/03/2018, 17m2
2.8 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,13/03/2018, 25m2
2.5 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,12/03/2018, 25m2
2.4 triệu/tháng, Nam Từ Liêm,Địa chỉ: Số 22 ngõ 129 Thiên Hiền,11/03/2018, 25m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,10/03/2018, 12m2
1.8 triệu/tháng, Quận Long Biên, Phường Việt Hưng,09/03/2018, 20m2
700.000 đồng/tháng, Quận Hoàng Mai, Phường Đại Kim,09/03/2018, 12m2
1.5 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,08/03/2018, 15m2
3.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Tân,08/03/2018, 18m2
2.5 triệu/tháng, Quận Đống Đa, Phường Trung Phụng,07/03/2018, 20m2
1.2 triệu/tháng, Triều Khúc (đối diện UBND xã Tân Triều mới, Xóm lẻ,04/03/2018, 15m2
1.7 triệu/tháng, Quận Hà Đông, Phường La Khê,23/02/2018, 20m2
4 triệu/tháng, Huyện Từ Liêm, Phường Phúc Diễn,23/02/2018, 40m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,21/02/2018, 15m2
2.3 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,23/01/2018, 15m2
2.6 triệu/tháng, Quận Đống Đa, Phường Phương Liên,15/01/2018, 28m2
700.000 đồng/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,15/01/2018, 14m2
2.3 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,13/01/2018, 28m2
2.8 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,12/01/2018, 30m2
2.3 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,12/01/2018, 20m2
3 triệu/tháng, Quận Đống Đa,Địa chỉ: Số 9 Ngõ 252 Tây Sơn,11/01/2018, 35m2
2.2 triệu/tháng, Bắc Từ Liêm, Phường Cổ Nhuế 1,11/01/2018, 26m2
2.4 triệu/tháng, Quận Hà Đông, Phường Quang Trung,11/01/2018, 30m2
3 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,10/01/2018, 40m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,10/01/2018, 20m2
2 triệu/tháng, Quận Ba Đình, Phường Cống Vị,09/01/2018, 15m2
2 triệu/tháng, Quận Ba Đình, Phường Cống Vị,09/01/2018, 25m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,09/01/2018, 15m2
1.5 triệu/tháng, Quận Hà Đông, Phường Văn Quán,08/01/2018, 25m2
3.5 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,07/01/2018, 25m2
2.9 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,07/01/2018, 25m2
1.2 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,06/01/2018, 10m2
2.5 triệu/tháng, Quận Bắc Từ Liêm, Phường Xuân Đỉnh,06/01/2018, 30m2
3 triệu/tháng, Quận Tây Hồ, Phường Xuân La,04/01/2018, 40m2
3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,04/01/2018, 33m2
1.2 triệu/tháng, Huyện Hoài Đức, Xã Vân Canh,03/01/2018, 17m2
2 triệu/tháng, Quận Hà Đông, Phường Quang Trung,03/01/2018, 2m2
1.7 triệu/tháng, Quận Tây Hồ,Địa chỉ: Phường Bưởi,03/01/2018, 20m2
2 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,02/01/2018, 15m2
1.3 triệu/tháng, Quận Tây Hồ, Phường Yên Phụ,27/12/2017, 30m2
1.8 triệu/tháng, Huyện Hoài Đức, Xã Vân Canh,27/12/2017, 36m2
1.5 triệu/tháng, Quận Long Biên, Phường Gia Thụy,27/12/2017, 20m2
4 triệu/tháng, Huyện Từ Liêm,Địa chỉ: Hồ Tùng Mậu,26/12/2017, 45m2
2.5 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: 166 Ngõ Quỳnh Phường Quỳnh Lôi,26/12/2017, 25m2
4 triệu/tháng, Quận Tây Hồ, Phường Quảng An,25/12/2017, 22m2
2.4 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,14/12/2017, 24m2
1 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,12/12/2017, 13m2
3.3 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,12/12/2017, 27m2
3.5 triệu/tháng, Quận Ba Đình,Địa chỉ: Số 6 ngõ 780 đường La Thành,12/12/2017, 30m2
2 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,11/12/2017, 19m2
2.3 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,11/12/2017, 22m2
1.6 triệu/tháng, Quận Đống Đa, Phường Trung Phụng,11/12/2017, 25m2
1.6 triệu/tháng, Thanh Trì,Địa chỉ: Yên Xá,10/12/2017, 24m2
1.3 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,09/12/2017, 15m2
4 triệu/tháng, Quận Thanh Xuân,Địa chỉ: 212 Nguyên Xiển Phường Hạ Đình,09/12/2017, 29m2
2.2 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,09/12/2017, 20m2
3.5 triệu/tháng, Quận Tây Hồ, Phường Phú Thượng,08/12/2017, 50m2
1.4 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,03/12/2017, 14m2
1.8 triệu/tháng, quận Nam Từ Liêm, p Mỹ Đình 2,03/12/2017, 20m2
3 triệu/tháng, Mễ Trì, Làng bún Phú Đô,18/11/2017, 45m2
1.5 triệu/tháng, Quận Ba Đình, Phường Ngọc Hà,17/11/2017, 12m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Phố Huế,16/11/2017, 15m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,15/11/2017, 40m2
1.8 triệu/tháng, Quận Hoàn Kiếm, Phường Phúc Tân,12/11/2017, 18m2
2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,10/11/2017, 25m2
2 triệu/tháng, Hà Nội, Quận Hai Bà Trưng,10/11/2017, 20m2
2.6 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,09/11/2017, 20m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,08/11/2017, 20m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,07/11/2017, 14m2
2.4 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,07/11/2017, 28m2
3 triệu/tháng, Quận Hà Đông, Phường Phúc La,05/11/2017, 65m2
3.8 triệu/tháng, Quận Đống Đa, Phường Cát Linh,05/11/2017, 30m2
2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,03/11/2017, 20m2
2 triệu/tháng, Quận Hoàng Mai, Đường Tân Mai,26/10/2017, 35m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,25/10/2017, 18m2
2 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,24/10/2017, 15m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,24/10/2017, 11m2
2.7 triệu/tháng, Quận Hoàng Mai, Phường Trần Phú,24/10/2017, 32m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,24/10/2017, 22m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,23/10/2017, 20m2
2 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Ngõ 167 Đường Tân Mai,23/10/2017, 35m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,22/10/2017, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,22/10/2017, 15m2
1.7 triệu/tháng, Quận Hà Đông, Phường Quang Trung,22/10/2017, 20m2
2 triệu/tháng, Quận Tây Hồ, Phường Bưởi,21/10/2017, 22m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,18/10/2017, 17m2
2 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,17/10/2017, 15m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,17/10/2017, 19m2
2.5 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,17/10/2017, 17m2
2 triệu/tháng, Quận Long Biên, Phường Thạch Bàn,16/10/2017, 30m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,10/10/2017, 19m2
2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,09/09/2017, 20m2
1.3 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,06/08/2017, 12m2
2.7 triệu/tháng, Quận Đống Đa, Phường Khâm Thiên,03/08/2017, 30m2
4.5 triệu/tháng, Quận Đống Đa, Phường Khâm Thiên,31/07/2017, 42m2
2.3 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,28/07/2017, 30m2
1.4 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,28/07/2017, 14m2
1.4 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,27/07/2017, 16m2
1.2 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,27/07/2017, 10m2
2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,26/07/2017, 18m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,25/07/2017, 13m2
2 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,24/07/2017, 20m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,22/07/2017, 17m2
2.7 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,21/07/2017, 22m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,21/07/2017, 25m2
3 triệu/tháng, Đống Đa, Phường Trung Liệt,21/07/2017, 24m2
1.3 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,20/07/2017, 12m2
1.6 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,18/07/2017, 30m2
1 triệu/tháng, Huyện Từ Liêm, Phường Đức Thắng,18/07/2017, 25m2
660.000 đồng/tháng, Quận Thanh Xuân, Phường Khương Trung,18/07/2017, 30m2
3 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,18/07/2017, 30m2
2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,18/07/2017, 20m2
2.6 triệu/tháng, Nam Từ Liêm, đường Đình Thôn,17/07/2017, 20m2
4.3 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,04/07/2017, 65m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,04/07/2017, 20m2
3.5 triệu/tháng, Quận Long Biên, Phường Ngọc Lâm,03/07/2017, 25m2
800.000 đồng/tháng, Quận Đống Đa, Phường Phương Liên,03/07/2017, 16m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,02/07/2017, 18m2
2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,27/06/2017, 30m2
2 triệu/tháng, Quận Đống Đa, Phường Trung Phụng,27/06/2017, 25m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,26/06/2017, 13m2
1.3 triệu/tháng, Huyện Từ Liêm, Phường Xuân Tảo,26/06/2017, 12m2
1.3 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Hoàng Ngân,25/06/2017, 13m2
2 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,25/06/2017, 25m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Ngô Thì Nhậm,23/06/2017, 25m2
3.8 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,23/06/2017, 32m2
2.5 triệu/tháng, Quận Đống Đa, Phường Láng Hạ,22/06/2017, 20m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,21/06/2017, 38m2
2 triệu/tháng, Quận Đống Đa, Phường Kim Liên,21/06/2017, 15m2
3.5 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,18/06/2017, 32m2
3 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,06/06/2017, 30m2
2.7 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,06/06/2017, 18m2
800.000 đồng/tháng, Quận Thanh Xuân, Phường Khương Đình,06/06/2017, 25m2
2 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Số nhà 27 - Ngõ 63/212/14 Đường Lê Đức Thọ,25/05/2017, 16m2
400.000 đồng/tháng, Quận Hà Đông, Phường Hà Cầu,25/05/2017, 12m2
3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,25/05/2017, 20m2
1.5 triệu/tháng, Quận Hai Bà Trưng, P.Thanh Lương),24/05/2017, 15m2
2.2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,24/05/2017, 25m2
2.3 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,23/05/2017, 20m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Thanh Trì,23/05/2017, 20m2
1.3 triệu/tháng, Quận Tây Hồ, Phường Phú Thượng,23/05/2017, 28m2
2.2 triệu/tháng, quận Thanh Xuân, Thanh Xuân Bắc,22/05/2017, 20m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,22/05/2017, 30m2
